Year,Region,Country,Country Code,Religion,Subreligion,Followers
1995,Africa,Cape Verde,CAP,Buddhism,Other,0
2000,Africa,Cape Verde,CAP,Buddhism,Other,0
2005,Africa,Cape Verde,CAP,Buddhism,Other,0
2010,Africa,Cape Verde,CAP,Buddhism,Other,0
1975,Africa,Sao Tome and Principe,STP,Buddhism,Other,0
1980,Africa,Sao Tome and Principe,STP,Buddhism,Other,0
1985,Africa,Sao Tome and Principe,STP,Buddhism,Other,0
1990,Africa,Sao Tome and Principe,STP,Buddhism,Other,0
1995,Africa,Sao Tome and Principe,STP,Buddhism,Other,0
2000,Africa,Sao Tome and Principe,STP,Buddhism,Other,0
2005,Africa,Sao Tome and Principe,STP,Buddhism,Other,0
2010,Africa,Sao Tome and Principe,STP,Buddhism,Other,0
1975,Africa,Guinea-Bissau,GNB,Buddhism,Other,0
1980,Africa,Guinea-Bissau,GNB,Buddhism,Other,0
1985,Africa,Guinea-Bissau,GNB,Buddhism,Other,0
1990,Africa,Guinea-Bissau,GNB,Buddhism,Other,0
1995,Africa,Guinea-Bissau,GNB,Buddhism,Other,0
2000,Africa,Guinea-Bissau,GNB,Buddhism,Other,0
2005,Africa,Guinea-Bissau,GNB,Buddhism,Other,0
2010,Africa,Guinea-Bissau,GNB,Buddhism,Other,0
1970,Africa,Equatorial Guinea,EQG,Buddhism,Other,0
1975,Africa,Equatorial Guinea,EQG,Buddhism,Other,0
1980,Africa,Equatorial Guinea,EQG,Buddhism,Other,0
1985,Africa,Equatorial Guinea,EQG,Buddhism,Other,0
1990,Africa,Equatorial Guinea,EQG,Buddhism,Other,0
1995,Africa,Equatorial Guinea,EQG,Buddhism,Other,0
2000,Africa,Equatorial Guinea,EQG,Buddhism,Other,0
2005,Africa,Equatorial Guinea,EQG,Buddhism,Other,0
2010,Africa,Equatorial Guinea,EQG,Buddhism,Other,0
1965,Africa,Gambia,GAM,Buddhism,Other,0
1970,Africa,Gambia,GAM,Buddhism,Other,0
1975,Africa,Gambia,GAM,Buddhism,Other,0
1980,Africa,Gambia,GAM,Buddhism,Other,0
1985,Africa,Gambia,GAM,Buddhism,Other,0
1990,Africa,Gambia,GAM,Buddhism,Other,0
1995,Africa,Gambia,GAM,Buddhism,Other,0
2000,Africa,Gambia,GAM,Buddhism,Other,0
2005,Africa,Gambia,GAM,Buddhism,Other,0
2010,Africa,Gambia,GAM,Buddhism,Other,0
1960,Africa,Mali,MLI,Buddhism,Other,0
1965,Africa,Mali,MLI,Buddhism,Other,0
1970,Africa,Mali,MLI,Buddhism,Other,0
1975,Africa,Mali,MLI,Buddhism,Other,0
1980,Africa,Mali,MLI,Buddhism,Other,0
1985,Africa,Mali,MLI,Buddhism,Other,0
1990,Africa,Mali,MLI,Buddhism,Other,0
1995,Africa,Mali,MLI,Buddhism,Other,0
2000,Africa,Mali,MLI,Buddhism,Other,0
2005,Africa,Mali,MLI,Buddhism,Other,0
2010,Africa,Mali,MLI,Buddhism,Other,0
1960,Africa,Senegal,SEN,Buddhism,Other,248
1965,Africa,Senegal,SEN,Buddhism,Other,303
1970,Africa,Senegal,SEN,Buddhism,Other,371
1975,Africa,Senegal,SEN,Buddhism,Other,453
1980,Africa,Senegal,SEN,Buddhism,Other,555
1985,Africa,Senegal,SEN,Buddhism,Other,678
1990,Africa,Senegal,SEN,Buddhism,Other,830
1995,Africa,Senegal,SEN,Buddhism,Other,1015
2000,Africa,Senegal,SEN,Buddhism,Other,1242
2005,Africa,Senegal,SEN,Buddhism,Other,1300
2010,Africa,Senegal,SEN,Buddhism,Other,1631
1960,Africa,Benin,BEN,Buddhism,Other,0
1965,Africa,Benin,BEN,Buddhism,Other,0
1970,Africa,Benin,BEN,Buddhism,Other,0
1975,Africa,Benin,BEN,Buddhism,Other,0
1980,Africa,Benin,BEN,Buddhism,Other,0
1985,Africa,Benin,BEN,Buddhism,Other,0
1990,Africa,Benin,BEN,Buddhism,Other,0
1995,Africa,Benin,BEN,Buddhism,Other,0
2000,Africa,Benin,BEN,Buddhism,Other,0
2005,Africa,Benin,BEN,Buddhism,Other,0
2010,Africa,Benin,BEN,Buddhism,Other,0
1960,Africa,Mauritania,MAA,Buddhism,Other,0
1965,Africa,Mauritania,MAA,Buddhism,Other,0
1970,Africa,Mauritania,MAA,Buddhism,Other,0
1975,Africa,Mauritania,MAA,Buddhism,Other,0
1980,Africa,Mauritania,MAA,Buddhism,Other,0
1985,Africa,Mauritania,MAA,Buddhism,Other,0
1990,Africa,Mauritania,MAA,Buddhism,Other,0
1995,Africa,Mauritania,MAA,Buddhism,Other,0
2000,Africa,Mauritania,MAA,Buddhism,Other,0
2005,Africa,Mauritania,MAA,Buddhism,Other,0
2010,Africa,Mauritania,MAA,Buddhism,Other,0
1960,Africa,Niger,NIR,Buddhism,Other,0
1965,Africa,Niger,NIR,Buddhism,Other,0
1970,Africa,Niger,NIR,Buddhism,Other,0
1975,Africa,Niger,NIR,Buddhism,Other,0
1980,Africa,Niger,NIR,Buddhism,Other,0
1985,Africa,Niger,NIR,Buddhism,Other,0
1990,Africa,Niger,NIR,Buddhism,Other,0
1995,Africa,Niger,NIR,Buddhism,Other,0
2000,Africa,Niger,NIR,Buddhism,Other,0
2005,Africa,Niger,NIR,Buddhism,Other,0
2010,Africa,Niger,NIR,Buddhism,Other,0
1960,Africa,Ivory Coast,CDI,Buddhism,Other,0
1965,Africa,Ivory Coast,CDI,Buddhism,Other,0
1970,Africa,Ivory Coast,CDI,Buddhism,Other,0
1975,Africa,Ivory Coast,CDI,Buddhism,Other,1232
1980,Africa,Ivory Coast,CDI,Buddhism,Other,2464
1985,Africa,Ivory Coast,CDI,Buddhism,Other,3697
1990,Africa,Ivory Coast,CDI,Buddhism,Other,4929
1995,Africa,Ivory Coast,CDI,Buddhism,Other,6161
2000,Africa,Ivory Coast,CDI,Buddhism,Other,7393
2005,Africa,Ivory Coast,CDI,Buddhism,Other,9049
2010,Africa,Ivory Coast,CDI,Buddhism,Other,10706
1960,Africa,Guinea,GUI,Buddhism,Other,0
1965,Africa,Guinea,GUI,Buddhism,Other,0
1970,Africa,Guinea,GUI,Buddhism,Other,0
1975,Africa,Guinea,GUI,Buddhism,Other,1115
1980,Africa,Guinea,GUI,Buddhism,Other,2229
1985,Africa,Guinea,GUI,Buddhism,Other,3344
1990,Africa,Guinea,GUI,Buddhism,Other,4458
1995,Africa,Guinea,GUI,Buddhism,Other,5573
2000,Africa,Guinea,GUI,Buddhism,Other,6500
2005,Africa,Guinea,GUI,Buddhism,Other,8200
2010,Africa,Guinea,GUI,Buddhism,Other,9000
1960,Africa,Burkina Faso,BFO,Buddhism,Other,0
1965,Africa,Burkina Faso,BFO,Buddhism,Other,0
1970,Africa,Burkina Faso,BFO,Buddhism,Other,0
1975,Africa,Burkina Faso,BFO,Buddhism,Other,0
1980,Africa,Burkina Faso,BFO,Buddhism,Other,0
1985,Africa,Burkina Faso,BFO,Buddhism,Other,0
1990,Africa,Burkina Faso,BFO,Buddhism,Other,0
1995,Africa,Burkina Faso,BFO,Buddhism,Other,0
2000,Africa,Burkina Faso,BFO,Buddhism,Other,0
2005,Africa,Burkina Faso,BFO,Buddhism,Other,0
2010,Africa,Burkina Faso,BFO,Buddhism,Other,0
1945,Africa,Liberia,LBR,Buddhism,Other,0
1950,Africa,Liberia,LBR,Buddhism,Other,0
1955,Africa,Liberia,LBR,Buddhism,Other,0
1960,Africa,Liberia,LBR,Buddhism,Other,0
1965,Africa,Liberia,LBR,Buddhism,Other,0
1970,Africa,Liberia,LBR,Buddhism,Other,0
1975,Africa,Liberia,LBR,Buddhism,Other,0
1980,Africa,Liberia,LBR,Buddhism,Other,0
1985,Africa,Liberia,LBR,Buddhism,Other,0
1990,Africa,Liberia,LBR,Buddhism,Other,0
1995,Africa,Liberia,LBR,Buddhism,Other,0
2000,Africa,Liberia,LBR,Buddhism,Other,0
2005,Africa,Liberia,LBR,Buddhism,Other,0
2010,Africa,Liberia,LBR,Buddhism,Other,0
1965,Africa,Sierra Leone,SIE,Buddhism,Other,0
1970,Africa,Sierra Leone,SIE,Buddhism,Other,0
1975,Africa,Sierra Leone,SIE,Buddhism,Other,0
1980,Africa,Sierra Leone,SIE,Buddhism,Other,0
1985,Africa,Sierra Leone,SIE,Buddhism,Other,0
1990,Africa,Sierra Leone,SIE,Buddhism,Other,0
1995,Africa,Sierra Leone,SIE,Buddhism,Other,0
2000,Africa,Sierra Leone,SIE,Buddhism,Other,0
2005,Africa,Sierra Leone,SIE,Buddhism,Other,0
2010,Africa,Sierra Leone,SIE,Buddhism,Other,0
1960,Africa,Ghana,GHA,Buddhism,Other,0
1965,Africa,Ghana,GHA,Buddhism,Other,298
1970,Africa,Ghana,GHA,Buddhism,Other,299
1975,Africa,Ghana,GHA,Buddhism,Other,299
1980,Africa,Ghana,GHA,Buddhism,Other,300
1985,Africa,Ghana,GHA,Buddhism,Other,320
1990,Africa,Ghana,GHA,Buddhism,Other,340
1995,Africa,Ghana,GHA,Buddhism,Other,372
2000,Africa,Ghana,GHA,Buddhism,Other,404
2005,Africa,Ghana,GHA,Buddhism,Other,431
2010,Africa,Ghana,GHA,Buddhism,Other,0
1960,Africa,Togo,TOG,Buddhism,Other,0
1965,Africa,Togo,TOG,Buddhism,Other,0
1970,Africa,Togo,TOG,Buddhism,Other,0
1975,Africa,Togo,TOG,Buddhism,Other,0
1980,Africa,Togo,TOG,Buddhism,Other,0
1985,Africa,Togo,TOG,Buddhism,Other,0
1990,Africa,Togo,TOG,Buddhism,Other,0
1995,Africa,Togo,TOG,Buddhism,Other,0
2000,Africa,Togo,TOG,Buddhism,Other,0
2005,Africa,Togo,TOG,Buddhism,Other,0
2010,Africa,Togo,TOG,Buddhism,Other,0
1960,Africa,Cameroon,CAO,Buddhism,Other,0
1965,Africa,Cameroon,CAO,Buddhism,Other,0
1970,Africa,Cameroon,CAO,Buddhism,Other,0
1975,Africa,Cameroon,CAO,Buddhism,Other,9
1980,Africa,Cameroon,CAO,Buddhism,Other,17
1985,Africa,Cameroon,CAO,Buddhism,Other,30
1990,Africa,Cameroon,CAO,Buddhism,Other,55
1995,Africa,Cameroon,CAO,Buddhism,Other,100
2000,Africa,Cameroon,CAO,Buddhism,Other,181
2005,Africa,Cameroon,CAO,Buddhism,Other,326
2010,Africa,Cameroon,CAO,Buddhism,Other,359
1960,Africa,Nigeria,NIG,Buddhism,Other,340
1965,Africa,Nigeria,NIG,Buddhism,Other,404
1970,Africa,Nigeria,NIG,Buddhism,Other,480
1975,Africa,Nigeria,NIG,Buddhism,Other,570
1980,Africa,Nigeria,NIG,Buddhism,Other,660
1985,Africa,Nigeria,NIG,Buddhism,Other,2830
1990,Africa,Nigeria,NIG,Buddhism,Other,5000
1995,Africa,Nigeria,NIG,Buddhism,Other,5477
2000,Africa,Nigeria,NIG,Buddhism,Other,5954
2005,Africa,Nigeria,NIG,Buddhism,Other,7000
2010,Africa,Nigeria,NIG,Buddhism,Other,8229
1960,Africa,Gabon,GAB,Buddhism,Other,0
1965,Africa,Gabon,GAB,Buddhism,Other,0
1970,Africa,Gabon,GAB,Buddhism,Other,0
1975,Africa,Gabon,GAB,Buddhism,Other,0
1980,Africa,Gabon,GAB,Buddhism,Other,0
1985,Africa,Gabon,GAB,Buddhism,Other,0
1990,Africa,Gabon,GAB,Buddhism,Other,0
1995,Africa,Gabon,GAB,Buddhism,Other,0
2000,Africa,Gabon,GAB,Buddhism,Other,0
2005,Africa,Gabon,GAB,Buddhism,Other,0
2010,Africa,Gabon,GAB,Buddhism,Other,0
1960,Africa,Central African Republic,CEN,Buddhism,Other,0
1965,Africa,Central African Republic,CEN,Buddhism,Other,0
1970,Africa,Central African Republic,CEN,Buddhism,Other,0
1975,Africa,Central African Republic,CEN,Buddhism,Other,0
1980,Africa,Central African Republic,CEN,Buddhism,Other,0
1985,Africa,Central African Republic,CEN,Buddhism,Other,0
1990,Africa,Central African Republic,CEN,Buddhism,Other,0
1995,Africa,Central African Republic,CEN,Buddhism,Other,0
2000,Africa,Central African Republic,CEN,Buddhism,Other,0
2005,Africa,Central African Republic,CEN,Buddhism,Other,0
2010,Africa,Central African Republic,CEN,Buddhism,Other,0
1960,Africa,Chad,CHA,Buddhism,Other,0
1965,Africa,Chad,CHA,Buddhism,Other,0
1970,Africa,Chad,CHA,Buddhism,Other,0
1975,Africa,Chad,CHA,Buddhism,Other,153
1980,Africa,Chad,CHA,Buddhism,Other,306
1985,Africa,Chad,CHA,Buddhism,Other,459
1990,Africa,Chad,CHA,Buddhism,Other,612
1995,Africa,Chad,CHA,Buddhism,Other,765
2000,Africa,Chad,CHA,Buddhism,Other,918
2005,Africa,Chad,CHA,Buddhism,Other,1543
2010,Africa,Chad,CHA,Buddhism,Other,1771
1960,Africa,Congo,CON,Buddhism,Other,0
1965,Africa,Congo,CON,Buddhism,Other,0
1970,Africa,Congo,CON,Buddhism,Other,0
1975,Africa,Congo,CON,Buddhism,Other,25
1980,Africa,Congo,CON,Buddhism,Other,50
1985,Africa,Congo,CON,Buddhism,Other,75
1990,Africa,Congo,CON,Buddhism,Other,100
1995,Africa,Congo,CON,Buddhism,Other,113
2000,Africa,Congo,CON,Buddhism,Other,127
2005,Africa,Congo,CON,Buddhism,Other,142
2010,Africa,Congo,CON,Buddhism,Other,172
1960,Africa,Democratic Republic of the Congo,DRC,Buddhism,Other,0
1965,Africa,Democratic Republic of the Congo,DRC,Buddhism,Other,0
1970,Africa,Democratic Republic of the Congo,DRC,Buddhism,Other,0
1975,Africa,Democratic Republic of the Congo,DRC,Buddhism,Other,525
1980,Africa,Democratic Republic of the Congo,DRC,Buddhism,Other,1050
1985,Africa,Democratic Republic of the Congo,DRC,Buddhism,Other,1575
1990,Africa,Democratic Republic of the Congo,DRC,Buddhism,Other,2100
1995,Africa,Democratic Republic of the Congo,DRC,Buddhism,Other,2486
2000,Africa,Democratic Republic of the Congo,DRC,Buddhism,Other,2872
2005,Africa,Democratic Republic of the Congo,DRC,Buddhism,Other,3438
2010,Africa,Democratic Republic of the Congo,DRC,Buddhism,Other,3841
1965,Africa,Uganda,UGA,Buddhism,Other,0
1970,Africa,Uganda,UGA,Buddhism,Other,0
1975,Africa,Uganda,UGA,Buddhism,Other,182
1980,Africa,Uganda,UGA,Buddhism,Other,363
1985,Africa,Uganda,UGA,Buddhism,Other,545
1990,Africa,Uganda,UGA,Buddhism,Other,727
1995,Africa,Uganda,UGA,Buddhism,Other,908
2000,Africa,Uganda,UGA,Buddhism,Other,1090
2005,Africa,Uganda,UGA,Buddhism,Other,1722
2010,Africa,Uganda,UGA,Buddhism,Other,2005
1965,Africa,Kenya,KEN,Buddhism,Other,0
1970,Africa,Kenya,KEN,Buddhism,Other,0
1975,Africa,Kenya,KEN,Buddhism,Other,50
1980,Africa,Kenya,KEN,Buddhism,Other,100
1985,Africa,Kenya,KEN,Buddhism,Other,150
1990,Africa,Kenya,KEN,Buddhism,Other,200
1995,Africa,Kenya,KEN,Buddhism,Other,461
2000,Africa,Kenya,KEN,Buddhism,Other,722
2005,Africa,Kenya,KEN,Buddhism,Other,1118
2010,Africa,Kenya,KEN,Buddhism,Other,1266
1965,Africa,Tanzania,TAZ,Buddhism,Other,0
1970,Africa,Tanzania,TAZ,Buddhism,Other,0
1975,Africa,Tanzania,TAZ,Buddhism,Other,1268
1980,Africa,Tanzania,TAZ,Buddhism,Other,2536
1985,Africa,Tanzania,TAZ,Buddhism,Other,3804
1990,Africa,Tanzania,TAZ,Buddhism,Other,5072
1995,Africa,Tanzania,TAZ,Buddhism,Other,6340
2000,Africa,Tanzania,TAZ,Buddhism,Other,7608
2005,Africa,Tanzania,TAZ,Buddhism,Other,8522
2010,Africa,Tanzania,TAZ,Buddhism,Other,9777
1965,Africa,Burundi,BUI,Buddhism,Other,0
1970,Africa,Burundi,BUI,Buddhism,Other,0
1975,Africa,Burundi,BUI,Buddhism,Other,0
1980,Africa,Burundi,BUI,Buddhism,Other,0
1985,Africa,Burundi,BUI,Buddhism,Other,0
1990,Africa,Burundi,BUI,Buddhism,Other,0
1995,Africa,Burundi,BUI,Buddhism,Other,0
2000,Africa,Burundi,BUI,Buddhism,Other,0
2005,Africa,Burundi,BUI,Buddhism,Other,0
2010,Africa,Burundi,BUI,Buddhism,Other,0
1965,Africa,Rwanda,RWA,Buddhism,Other,0
1970,Africa,Rwanda,RWA,Buddhism,Other,0
1975,Africa,Rwanda,RWA,Buddhism,Other,0
1980,Africa,Rwanda,RWA,Buddhism,Other,0
1985,Africa,Rwanda,RWA,Buddhism,Other,0
1990,Africa,Rwanda,RWA,Buddhism,Other,0
1995,Africa,Rwanda,RWA,Buddhism,Other,0
2000,Africa,Rwanda,RWA,Buddhism,Other,0
2005,Africa,Rwanda,RWA,Buddhism,Other,0
2010,Africa,Rwanda,RWA,Buddhism,Other,0
1960,Africa,Somalia,SOM,Buddhism,Other,0
1965,Africa,Somalia,SOM,Buddhism,Other,0
1970,Africa,Somalia,SOM,Buddhism,Other,0
1975,Africa,Somalia,SOM,Buddhism,Other,0
1980,Africa,Somalia,SOM,Buddhism,Other,0
1985,Africa,Somalia,SOM,Buddhism,Other,0
1990,Africa,Somalia,SOM,Buddhism,Other,0
1995,Africa,Somalia,SOM,Buddhism,Other,0
2000,Africa,Somalia,SOM,Buddhism,Other,0
2005,Africa,Somalia,SOM,Buddhism,Other,0
2010,Africa,Somalia,SOM,Buddhism,Other,0
1980,Africa,Djibouti,DJI,Buddhism,Other,0
1985,Africa,Djibouti,DJI,Buddhism,Other,0
1990,Africa,Djibouti,DJI,Buddhism,Other,0
1995,Africa,Djibouti,DJI,Buddhism,Other,0
2000,Africa,Djibouti,DJI,Buddhism,Other,0
2005,Africa,Djibouti,DJI,Buddhism,Other,0
2010,Africa,Djibouti,DJI,Buddhism,Other,0
1945,Africa,Ethiopia,ETH,Buddhism,Other,0
1950,Africa,Ethiopia,ETH,Buddhism,Other,0
1955,Africa,Ethiopia,ETH,Buddhism,Other,0
1960,Africa,Ethiopia,ETH,Buddhism,Other,0
1965,Africa,Ethiopia,ETH,Buddhism,Other,0
1970,Africa,Ethiopia,ETH,Buddhism,Other,0
1975,Africa,Ethiopia,ETH,Buddhism,Other,0
1980,Africa,Ethiopia,ETH,Buddhism,Other,0
1985,Africa,Ethiopia,ETH,Buddhism,Other,0
1990,Africa,Ethiopia,ETH,Buddhism,Other,0
1995,Africa,Ethiopia,ETH,Buddhism,Other,0
2000,Africa,Ethiopia,ETH,Buddhism,Other,0
2005,Africa,Ethiopia,ETH,Buddhism,Other,0
2010,Africa,Ethiopia,ETH,Buddhism,Other,0
1995,Africa,Eritrea,ERI,Buddhism,Other,0
2000,Africa,Eritrea,ERI,Buddhism,Other,0
2005,Africa,Eritrea,ERI,Buddhism,Other,0
2010,Africa,Eritrea,ERI,Buddhism,Other,0
1975,Africa,Angola,ANG,Buddhism,Other,655
1980,Africa,Angola,ANG,Buddhism,Other,728
1985,Africa,Angola,ANG,Buddhism,Other,809
1990,Africa,Angola,ANG,Buddhism,Other,900
1995,Africa,Angola,ANG,Buddhism,Other,1000
2000,Africa,Angola,ANG,Buddhism,Other,1101
2005,Africa,Angola,ANG,Buddhism,Other,1200
2010,Africa,Angola,ANG,Buddhism,Other,1634
1975,Africa,Mozambique,MZM,Buddhism,Other,148
1980,Africa,Mozambique,MZM,Buddhism,Other,295
1985,Africa,Mozambique,MZM,Buddhism,Other,443
1990,Africa,Mozambique,MZM,Buddhism,Other,591
1995,Africa,Mozambique,MZM,Buddhism,Other,738
2000,Africa,Mozambique,MZM,Buddhism,Other,886
2005,Africa,Mozambique,MZM,Buddhism,Other,1695
2010,Africa,Mozambique,MZM,Buddhism,Other,1900
1965,Africa,Zambia,ZAM,Buddhism,Other,0
1970,Africa,Zambia,ZAM,Buddhism,Other,0
1975,Africa,Zambia,ZAM,Buddhism,Other,1800
1980,Africa,Zambia,ZAM,Buddhism,Other,1800
1985,Africa,Zambia,ZAM,Buddhism,Other,1800
1990,Africa,Zambia,ZAM,Buddhism,Other,2400
1995,Africa,Zambia,ZAM,Buddhism,Other,2575
2000,Africa,Zambia,ZAM,Buddhism,Other,2751
2005,Africa,Zambia,ZAM,Buddhism,Other,3512
2010,Africa,Zambia,ZAM,Buddhism,Other,3912
1965,Africa,Zimbabwe,ZIM,Buddhism,Other,0
1970,Africa,Zimbabwe,ZIM,Buddhism,Other,0
1975,Africa,Zimbabwe,ZIM,Buddhism,Other,175
1980,Africa,Zimbabwe,ZIM,Buddhism,Other,350
1985,Africa,Zimbabwe,ZIM,Buddhism,Other,525
1990,Africa,Zimbabwe,ZIM,Buddhism,Other,700
1995,Africa,Zimbabwe,ZIM,Buddhism,Other,437
2000,Africa,Zimbabwe,ZIM,Buddhism,Other,175
2005,Africa,Zimbabwe,ZIM,Buddhism,Other,184
2010,Africa,Zimbabwe,ZIM,Buddhism,Other,182
1965,Africa,Malawi,MAW,Buddhism,Other,0
1970,Africa,Malawi,MAW,Buddhism,Other,0
1975,Africa,Malawi,MAW,Buddhism,Other,0
1980,Africa,Malawi,MAW,Buddhism,Other,0
1985,Africa,Malawi,MAW,Buddhism,Other,0
1990,Africa,Malawi,MAW,Buddhism,Other,0
1995,Africa,Malawi,MAW,Buddhism,Other,0
2000,Africa,Malawi,MAW,Buddhism,Other,0
2005,Africa,Malawi,MAW,Buddhism,Other,0
2010,Africa,Malawi,MAW,Buddhism,Other,0
1945,Africa,South Africa,SAF,Buddhism,Other,53
1950,Africa,South Africa,SAF,Buddhism,Other,194
1955,Africa,South Africa,SAF,Buddhism,Other,707
1960,Africa,South Africa,SAF,Buddhism,Other,1220
1965,Africa,South Africa,SAF,Buddhism,Other,1733
1970,Africa,South Africa,SAF,Buddhism,Other,2246
1975,Africa,South Africa,SAF,Buddhism,Other,2473
1980,Africa,South Africa,SAF,Buddhism,Other,2700
1985,Africa,South Africa,SAF,Buddhism,Other,44600
1990,Africa,South Africa,SAF,Buddhism,Other,65549
1995,Africa,South Africa,SAF,Buddhism,Other,25500
2000,Africa,South Africa,SAF,Buddhism,Other,98000
2005,Africa,South Africa,SAF,Buddhism,Other,128535
2010,Africa,South Africa,SAF,Buddhism,Other,159070
1990,Africa,Namibia,NAM,Buddhism,Other,0
1995,Africa,Namibia,NAM,Buddhism,Other,0
2000,Africa,Namibia,NAM,Buddhism,Other,0
2005,Africa,Namibia,NAM,Buddhism,Other,0
2010,Africa,Namibia,NAM,Buddhism,Other,0
1970,Africa,Lesotho,LES,Buddhism,Other,0
1975,Africa,Lesotho,LES,Buddhism,Other,0
1980,Africa,Lesotho,LES,Buddhism,Other,0
1985,Africa,Lesotho,LES,Buddhism,Other,0
1990,Africa,Lesotho,LES,Buddhism,Other,0
1995,Africa,Lesotho,LES,Buddhism,Other,0
2000,Africa,Lesotho,LES,Buddhism,Other,0
2005,Africa,Lesotho,LES,Buddhism,Other,0
2010,Africa,Lesotho,LES,Buddhism,Other,0
1970,Africa,Botswana,BOT,Buddhism,Other,0
1975,Africa,Botswana,BOT,Buddhism,Other,0
1980,Africa,Botswana,BOT,Buddhism,Other,0
1985,Africa,Botswana,BOT,Buddhism,Other,0
1990,Africa,Botswana,BOT,Buddhism,Other,0
1995,Africa,Botswana,BOT,Buddhism,Other,0
2000,Africa,Botswana,BOT,Buddhism,Other,905
2005,Africa,Botswana,BOT,Buddhism,Other,934
2010,Africa,Botswana,BOT,Buddhism,Other,1009
1970,Africa,Swaziland,SWA,Buddhism,Other,0
1975,Africa,Swaziland,SWA,Buddhism,Other,0
1980,Africa,Swaziland,SWA,Buddhism,Other,0
1985,Africa,Swaziland,SWA,Buddhism,Other,0
1990,Africa,Swaziland,SWA,Buddhism,Other,0
1995,Africa,Swaziland,SWA,Buddhism,Other,0
2000,Africa,Swaziland,SWA,Buddhism,Other,0
2005,Africa,Swaziland,SWA,Buddhism,Other,0
2010,Africa,Swaziland,SWA,Buddhism,Other,0
1960,Africa,Madagascar,MAG,Buddhism,Other,1608
1965,Africa,Madagascar,MAG,Buddhism,Other,1834
1970,Africa,Madagascar,MAG,Buddhism,Other,2092
1975,Africa,Madagascar,MAG,Buddhism,Other,2386
1980,Africa,Madagascar,MAG,Buddhism,Other,2680
1985,Africa,Madagascar,MAG,Buddhism,Other,2840
1990,Africa,Madagascar,MAG,Buddhism,Other,3000
1995,Africa,Madagascar,MAG,Buddhism,Other,3493
2000,Africa,Madagascar,MAG,Buddhism,Other,0
2005,Africa,Madagascar,MAG,Buddhism,Other,0
2010,Africa,Madagascar,MAG,Buddhism,Other,5135
1975,Africa,Comoros,COM,Buddhism,Other,0
1980,Africa,Comoros,COM,Buddhism,Other,0
1985,Africa,Comoros,COM,Buddhism,Other,0
1990,Africa,Comoros,COM,Buddhism,Other,0
1995,Africa,Comoros,COM,Buddhism,Other,0
2000,Africa,Comoros,COM,Buddhism,Other,0
2005,Africa,Comoros,COM,Buddhism,Other,0
2010,Africa,Comoros,COM,Buddhism,Other,0
1970,Africa,Mauritius,MAS,Buddhism,Other,5811
1975,Africa,Mauritius,MAS,Buddhism,Other,5605
1980,Africa,Mauritius,MAS,Buddhism,Other,5400
1985,Africa,Mauritius,MAS,Buddhism,Other,4050
1990,Africa,Mauritius,MAS,Buddhism,Other,2700
1995,Africa,Mauritius,MAS,Buddhism,Other,2786
2000,Africa,Mauritius,MAS,Buddhism,Other,4040
2005,Africa,Mauritius,MAS,Buddhism,Other,3145
2010,Africa,Mauritius,MAS,Buddhism,Other,2251
1980,Africa,Seychelles,SEY,Buddhism,Other,0
1985,Africa,Seychelles,SEY,Buddhism,Other,0
1990,Africa,Seychelles,SEY,Buddhism,Other,0
1995,Africa,Seychelles,SEY,Buddhism,Other,0
2000,Africa,Seychelles,SEY,Buddhism,Other,0
2005,Africa,Seychelles,SEY,Buddhism,Other,165
2010,Africa,Seychelles,SEY,Buddhism,Other,331
1955,Africa,Morocco,MOR,Buddhism,Other,0
1960,Africa,Morocco,MOR,Buddhism,Other,0
1965,Africa,Morocco,MOR,Buddhism,Other,0
1970,Africa,Morocco,MOR,Buddhism,Other,0
1975,Africa,Morocco,MOR,Buddhism,Other,0
1980,Africa,Morocco,MOR,Buddhism,Other,0
1985,Africa,Morocco,MOR,Buddhism,Other,0
1990,Africa,Morocco,MOR,Buddhism,Other,0
1995,Africa,Morocco,MOR,Buddhism,Other,0
2000,Africa,Morocco,MOR,Buddhism,Other,0
2005,Africa,Morocco,MOR,Buddhism,Other,0
2010,Africa,Morocco,MOR,Buddhism,Other,0
1965,Africa,Algeria,ALG,Buddhism,Other,0
1970,Africa,Algeria,ALG,Buddhism,Other,0
1975,Africa,Algeria,ALG,Buddhism,Other,0
1980,Africa,Algeria,ALG,Buddhism,Other,0
1985,Africa,Algeria,ALG,Buddhism,Other,0
1990,Africa,Algeria,ALG,Buddhism,Other,0
1995,Africa,Algeria,ALG,Buddhism,Other,0
2000,Africa,Algeria,ALG,Buddhism,Other,0
2005,Africa,Algeria,ALG,Buddhism,Other,0
2010,Africa,Algeria,ALG,Buddhism,Other,0
1955,Africa,Tunisia,TUN,Buddhism,Other,0
1960,Africa,Tunisia,TUN,Buddhism,Other,0
1965,Africa,Tunisia,TUN,Buddhism,Other,0
1970,Africa,Tunisia,TUN,Buddhism,Other,0
1975,Africa,Tunisia,TUN,Buddhism,Other,0
1980,Africa,Tunisia,TUN,Buddhism,Other,0
1985,Africa,Tunisia,TUN,Buddhism,Other,0
1990,Africa,Tunisia,TUN,Buddhism,Other,0
1995,Africa,Tunisia,TUN,Buddhism,Other,0
2000,Africa,Tunisia,TUN,Buddhism,Other,0
2005,Africa,Tunisia,TUN,Buddhism,Other,0
2010,Africa,Tunisia,TUN,Buddhism,Other,0
